Latitude,Longitude,State,Number of Records,Date Checked,Death Increase,Death,Fips,Hospitalized Cumulative,Hospitalized Currently,Hospitalized Increase,Hospitalized,In Icu Cumulative,In Icu Currently,Negative Increase,Negative,On Ventilator Cumulative,On Ventilator Currently,Pending,Pos Neg,Positive Increase,Positive,Recovered,State Postal Code,Total Test Results Increase,Total Test Results,Total
34.799999,-92.199997,Arkansas,1,3/24/2020 8:00:00 PM,0,0,5,,22,0,,,,41,947,,,,1165,44,218,,AR,85,1165,1165
-14.306407,-170.6950175,American Samoa,1,3/24/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,,0,0,0,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/24/2020 8:00:00 PM,3,5,4,,,0,,,,4,313,,,22,670,92,357,,AZ,96,670,692
36.778259,-119.417931,California,1,3/24/2020 8:00:00 PM,13,40,6,,,0,,,,885,13452,,,12100,15554,369,2102,,CA,1254,15554,27654
39.113014,-105.358887,Colorado,1,3/24/2020 8:00:00 PM,1,7,8,72,,14,72,,,659,5504,,,,6224,129,720,,CO,788,6224,6224
41.599998,-72.699997,Connecticut,1,3/24/2020 8:00:00 PM,2,12,9,,71,0,,,,597,4682,,,,5300,203,618,,CT,800,5300,5300
38.900497,-77.007507,Dist. of Columbia,1,3/24/2020 8:00:00 PM,0,2,11,,,0,,,,82,1195,,,2,1332,21,137,,DC,103,1332,1334
39,-75.5,Delaware,1,3/24/2020 8:00:00 PM,0,0,10,,,0,,,,0,36,,,,127,23,91,,DE,23,127,127
27.994402,-81.760254,Florida,1,3/24/2020 8:00:00 PM,4,18,12,259,,42,259,,,2064,13127,,,1008,14539,241,1412,,FL,2305,14539,15547
33.247875,-83.441162,Georgia,1,3/24/2020 8:00:00 PM,7,32,13,,,0,,,,161,4458,,,,5484,254,1026,,GA,415,5484,5484
13.444304,144.793732,Guam,1,3/24/2020 8:00:00 PM,0,1,66,,5,0,,,,40,201,,,,233,3,32,,GU,43,233,233
19.741755,-155.844437,Hawaii,1,3/24/2020 8:00:00 PM,0,,15,4,,4,4,,,634,3589,,,,3666,21,77,,HI,655,3666,3666
42.032974,-93.581543,Iowa,1,3/24/2020 8:00:00 PM,0,,19,27,,27,27,,,272,2315,,,,2439,19,124,,IA,291,2439,2439
44.068203,-114.742043,Idaho,1,3/24/2020 8:00:00 PM,0,0,16,,,0,,,,578,1887,,,,1937,3,50,,ID,581,1937,1937
40,-89,Illinois,1,3/24/2020 8:00:00 PM,4,16,17,,,0,,,,1351,9934,,,,11469,262,1535,,IL,1613,11469,11469
40.273502,-86.126976,Indiana,1,3/24/2020 8:00:00 PM,5,12,18,1,,0,1,,,865,2566,,,,2931,106,365,,IN,971,2931,2931
38.5,-98,Kansas,1,3/24/2020 8:00:00 PM,0,2,20,,,0,,,,1669,2086,,,,2184,16,98,,KS,1685,2184,2184
37.839333,-84.27002,Kentucky,1,3/24/2020 8:00:00 PM,1,4,21,,,0,,,,0,1762,,,,1886,20,124,,KY,20,1886,1886
30.39183,-92.329102,Louisiana,1,3/24/2020 8:00:00 PM,12,46,22,,271,0,,,,2439,7215,,,,8603,216,1388,,LA,2655,8603,8603
42.407211,-71.382439,Massachusetts,1,3/24/2020 8:00:00 PM,2,11,25,94,,15,94,,,4445,12590,,,,13749,382,1159,,MA,4827,13749,13749
39.045753,-76.641273,Maryland,1,3/24/2020 8:00:00 PM,0,3,24,,,0,,,,0,94,,,,443,61,349,,MD,61,443,443
45.367584,-68.972168,Maine,1,3/24/2020 8:00:00 PM,0,,23,,,0,,,,223,3014,,,,3139,18,125,,ME,241,3139,3139
44.182205,-84.506836,Michigan,1,3/24/2020 8:00:00 PM,9,24,26,,,0,,,,0,2069,,,,3860,463,1791,,MI,463,3860,3860
46.39241,-109.533691,Minnesota,1,3/24/2020 8:00:00 PM,0,1,27,21,,4,21,,,1039,5550,,,,5812,27,262,,MN,1066,5812,5812
38.573936,-92.60376,Missouri,1,3/24/2020 8:00:00 PM,0,3,29,,,0,,,,0,369,,,,552,0,183,,MO,0,552,552
15.106389,145.706524,Northern Marianas,1,3/24/2020 8:00:00 PM,0,0,69,,,0,,,,0,,,,,0,0,0,,MP,0,0,0
33,-90,Mississippi,1,3/24/2020 8:00:00 PM,0,1,28,86,,53,86,,,409,1552,,,,1872,71,320,,MS,480,1872,1872
46.96526,-109.533691,Montana,1,3/24/2020 8:00:00 PM,0,,30,,,0,,,,497,1643,,,,1689,12,46,,MT,509,1689,1689
35.782169,-80.793457,North Carolina,1,3/24/2020 8:00:00 PM,0,0,37,,,0,,,,0,8141,,,,8539,101,398,,NC,101,8539,8539
47.650589,-100.437012,North Dakota,1,3/24/2020 8:00:00 PM,0,0,38,5,,1,5,,,101,1454,,,,1488,4,34,,ND,105,1488,1488
41.5,-100,Nebraska,1,3/24/2020 8:00:00 PM,0,0,31,,,0,,,,619,975,,,,1027,2,52,,NE,621,1027,1027
44,-71.5,New Hampshire,1,3/24/2020 8:00:00 PM,1,1,33,11,,11,11,,,73,1447,,,869,1548,23,101,,NH,96,1548,2417
39.833851,-74.871826,New Jersey,1,3/24/2020 8:00:00 PM,17,44,34,,,0,,,,7966,8325,,,45,12000,831,3675,,NJ,8797,12000,12045
34.307144,-106.018066,New Mexico,1,3/24/2020 8:00:00 PM,0,,35,,,0,,,,569,5890,,,,5973,18,83,,NM,587,5973,5973
39.876019,-117.224121,Nevada,1,3/24/2020 8:00:00 PM,0,4,32,,,0,,,,464,3954,,,0,4232,33,278,,NV,497,4232,4232
43,-75,New York,1,3/24/2020 8:00:00 PM,96,210,36,3234,,599,3234,,,8191,65605,,,,91270,4790,25665,,NY,12981,91270,91270
40.367474,-82.996216,Ohio,1,3/24/2020 8:00:00 PM,2,8,39,145,,41,145,,,0,140,,,,704,122,564,,OH,122,704,704
36.084621,-96.921387,Oklahoma,1,3/24/2020 8:00:00 PM,1,3,40,25,,10,25,,,41,735,,,,841,25,106,,OK,66,841,841
44,-120.5,Oregon,1,3/24/2020 8:00:00 PM,3,8,41,61,,5,61,,,701,4350,,,,4559,18,209,,OR,719,4559,4559
41.203323,-77.194527,Pennsylvania,1,3/24/2020 8:00:00 PM,1,7,42,,,0,,,,2048,8643,,,,9494,207,851,,PA,2255,9494,9494
18.200178,-66.664513,Puerto Rico,1,3/24/2020 8:00:00 PM,0,2,72,,,0,,,,79,268,,,42,307,8,39,,PR,87,307,349
41.700001,-71.5,Rhode Island,1,3/24/2020 8:00:00 PM,0,,44,,,0,,,,188,1120,,,77,1226,0,106,,RI,188,1226,1303
33.836082,-81.163727,South Carolina,1,3/24/2020 8:00:00 PM,0,5,45,,,0,,,,546,2012,,,,2310,-1,298,,SC,545,2310,2310
44.5,-100,South Dakota,1,3/24/2020 8:00:00 PM,0,1,46,,,0,,,,28,790,,,268,820,2,30,,SD,30,820,1088
35.860119,-86.660156,Tennessee,1,3/24/2020 8:00:00 PM,0,2,47,,,0,,,,7245,10517,,,,11184,52,667,,TN,7297,11184,11184
31,-100,Texas,1,3/24/2020 8:00:00 PM,1,9,48,,,0,,,,1054,10757,,,,11167,58,410,,TX,1112,11167,11167
39.41922,-111.950684,Utah,1,3/24/2020 8:00:00 PM,0,1,49,,,0,,,,734,5524,,,,5823,42,299,,UT,776,5823,5823
37.926868,-78.024902,Virginia,1,3/24/2020 8:00:00 PM,1,7,51,45,,7,45,,,737,4180,,,,4470,36,290,,VA,773,4470,4470
18.343441,-64.8671634,Virgin Islands,1,3/24/2020 8:00:00 PM,0,0,78,,,0,,,,0,,,,,17,0,17,,VI,0,17,17
44,-72.699997,Vermont,1,3/24/2020 8:00:00 PM,2,7,50,,,0,,,,334,1440,,,,1535,20,95,,VT,354,1535,1535
47.751076,-120.740135,Washington,1,3/24/2020 8:00:00 PM,15,110,53,,,0,,,,2833,31712,,,,33933,225,2221,,WA,3058,33933,33933
44.5,-89.5,Wisconsin,1,3/24/2020 8:00:00 PM,0,5,55,,,0,,,,1187,8237,,,,8694,41,457,,WI,1228,8694,8694
39,-80.5,West Virginia,1,3/24/2020 8:00:00 PM,0,0,54,1,,0,1,,,166,610,,,0,630,4,20,,WV,170,630,630
43.07597,-107.290283,Wyoming,1,3/24/2020 8:00:00 PM,0,,56,,,0,,,,118,710,,,,739,3,29,,WY,121,739,739
66.160507,-153.369141,Alaska,1,3/23/2020 8:00:00 PM,0,,2,0,,0,0,,,0,946,,,,968,0,22,,AK,0,968,968
32.31823,-86.902298,Alabama,1,3/23/2020 8:00:00 PM,0,0,1,,,0,,,,201,1665,,,,1832,29,167,,AL,230,1832,1832
34.799999,-92.199997,Arkansas,1,3/23/2020 8:00:00 PM,0,0,5,,13,0,,,,195,906,,,,1080,9,174,,AR,204,1080,1080
-14.306407,-170.6950175,American Samoa,1,3/23/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,,0,0,,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/23/2020 8:00:00 PM,0,2,4,,,0,,,,27,309,,,6,574,113,265,,AZ,140,574,580
36.778259,-119.417931,California,1,3/23/2020 8:00:00 PM,0,27,6,,,0,,,,1263,12567,,,12100,14300,197,1733,,CA,1460,14300,26400
39.113014,-105.358887,Colorado,1,3/23/2020 8:00:00 PM,1,6,8,58,,9,58,,,770,4845,,,,5436,116,591,,CO,886,5436,5436
41.599998,-72.699997,Connecticut,1,3/23/2020 8:00:00 PM,5,10,9,,54,0,,,,1208,4085,,,,4500,192,415,,CT,1400,4500,4500
38.900497,-77.007507,Dist. of Columbia,1,3/23/2020 8:00:00 PM,1,2,11,,,0,,,,156,1113,,,,1229,18,116,,DC,174,1229,1229
39,-75.5,Delaware,1,3/23/2020 8:00:00 PM,0,0,10,,,0,,,,0,36,,,,104,12,68,,DE,12,104,104
27.994402,-81.760254,Florida,1,3/23/2020 8:00:00 PM,1,14,12,217,,32,217,,,3073,11063,,,860,12234,341,1171,,FL,3414,12234,13094
33.247875,-83.441162,Georgia,1,3/23/2020 8:00:00 PM,2,25,13,,,0,,,,877,4297,,,,5069,172,772,,GA,1049,5069,5069
13.444304,144.793732,Guam,1,3/23/2020 8:00:00 PM,0,1,66,,,0,,,,35,161,,,,190,2,29,,GU,37,190,190
19.741755,-155.844437,Hawaii,1,3/23/2020 8:00:00 PM,0,,15,,,0,,,,2692,2955,,,,3011,8,56,,HI,2700,3011,3011
42.032974,-93.581543,Iowa,1,3/23/2020 8:00:00 PM,0,,19,,,0,,,,828,2043,,,,2148,15,105,,IA,843,2148,2148
44.068203,-114.742043,Idaho,1,3/23/2020 8:00:00 PM,0,0,16,,,0,,,,134,1309,,,,1356,5,47,,ID,139,1356,1356
40,-89,Illinois,1,3/23/2020 8:00:00 PM,3,12,17,,,0,,,,1312,8583,,,,9856,224,1273,,IL,1536,9856,9856
40.273502,-86.126976,Indiana,1,3/23/2020 8:00:00 PM,1,7,18,1,,0,1,,,408,1701,,,,1960,58,259,,IN,466,1960,1960
38.5,-98,Kansas,1,3/23/2020 8:00:00 PM,0,2,20,,,0,,,,0,417,,,,499,18,82,,KS,18,499,499
37.839333,-84.27002,Kentucky,1,3/23/2020 8:00:00 PM,0,3,21,,,0,,,,290,1762,,,,1866,5,104,,KY,295,1866,1866
30.39183,-92.329102,Louisiana,1,3/23/2020 8:00:00 PM,14,34,22,,,0,,,,2115,4776,,,,5948,335,1172,,LA,2450,5948,5948
42.407211,-71.382439,Massachusetts,1,3/23/2020 8:00:00 PM,4,9,25,79,,8,79,,,2686,8145,,,,8922,131,777,,MA,2817,8922,8922
39.045753,-76.641273,Maryland,1,3/23/2020 8:00:00 PM,0,3,24,,,0,,,,0,94,,,,382,44,288,,MD,44,382,382
45.367584,-68.972168,Maine,1,3/23/2020 8:00:00 PM,0,,23,,,0,,,,527,2791,,,,2898,18,107,,ME,545,2898,2898
44.182205,-84.506836,Michigan,1,3/23/2020 8:00:00 PM,7,15,26,,,0,,,,0,2069,,,,3397,293,1328,,MI,293,3397,3397
46.39241,-109.533691,Minnesota,1,3/23/2020 8:00:00 PM,0,1,27,17,,5,17,,,0,4511,,,,4746,66,235,,MN,66,4746,4746
38.573936,-92.60376,Missouri,1,3/23/2020 8:00:00 PM,0,3,29,,,0,,,,0,369,,,,552,93,183,,MO,93,552,552
15.106389,145.706524,Northern Marianas,1,3/23/2020 8:00:00 PM,0,0,69,,,0,,,,0,,,,,0,0,0,,MP,0,0,0
33,-90,Mississippi,1,3/23/2020 8:00:00 PM,0,1,28,33,,0,33,,,29,1143,,,,1392,42,249,,MS,71,1392,1392
46.96526,-109.533691,Montana,1,3/23/2020 8:00:00 PM,0,,30,,,0,,,,0,1146,,,,1180,3,34,,MT,3,1180,1180
35.782169,-80.793457,North Carolina,1,3/23/2020 8:00:00 PM,0,0,37,,,0,,,,1958,8141,,,,8438,42,297,,NC,2000,8438,8438
47.650589,-100.437012,North Dakota,1,3/23/2020 8:00:00 PM,0,0,38,4,,1,4,,,93,1353,,,,1383,2,30,,ND,95,1383,1383
41.5,-100,Nebraska,1,3/23/2020 8:00:00 PM,0,0,31,,,0,,,,0,356,,,,406,2,50,,NE,2,406,406
44,-71.5,New Hampshire,1,3/23/2020 8:00:00 PM,0,,33,,,0,,,,186,1374,,,889,1452,13,78,,NH,199,1452,2341
39.833851,-74.871826,New Jersey,1,3/23/2020 8:00:00 PM,7,27,34,,,0,,,,32,359,,,94,3203,930,2844,,NJ,962,3203,3297
34.307144,-106.018066,New Mexico,1,3/23/2020 8:00:00 PM,0,,35,,,0,,,,599,5321,,,,5386,8,65,,NM,607,5386,5386
39.876019,-117.224121,Nevada,1,3/23/2020 8:00:00 PM,2,4,32,,,0,,,,1042,3490,,,0,3735,55,245,,NV,1097,3735,3735
43,-75,New York,1,3/23/2020 8:00:00 PM,0,114,36,2635,,661,2635,,,11181,57414,,,,78289,5707,20875,,NY,16888,78289,78289
40.367474,-82.996216,Ohio,1,3/23/2020 8:00:00 PM,3,6,39,104,,21,104,,,0,140,,,,582,91,442,,OH,91,582,582
36.084621,-96.921387,Oklahoma,1,3/23/2020 8:00:00 PM,0,2,40,15,,4,15,,,25,694,,,102,775,14,81,,OK,39,775,877
44,-120.5,Oregon,1,3/23/2020 8:00:00 PM,1,5,41,56,,13,56,,,785,3649,,,,3840,30,191,,OR,815,3840,3840
41.203323,-77.194527,Pennsylvania,1,3/23/2020 8:00:00 PM,4,6,42,,,0,,,,1631,6595,,,,7239,165,644,,PA,1796,7239,7239
18.200178,-66.664513,Puerto Rico,1,3/23/2020 8:00:00 PM,2,2,72,,,0,,,,6,189,,,35,220,8,31,,PR,14,220,255
41.700001,-71.5,Rhode Island,1,3/23/2020 8:00:00 PM,0,,44,,,0,,,,0,932,,,216,1038,23,106,,RI,23,1038,1254
33.836082,-81.163727,South Carolina,1,3/23/2020 8:00:00 PM,2,5,45,,,0,,,,0,1466,,,,1765,104,299,,SC,104,1765,1765
44.5,-100,South Dakota,1,3/23/2020 8:00:00 PM,0,1,46,,,0,,,,22,762,,,265,790,7,28,,SD,29,790,1055
35.860119,-86.660156,Tennessee,1,3/23/2020 8:00:00 PM,2,2,47,,,0,,,,0,3272,,,,3887,110,615,,TN,110,3887,3887
31,-100,Texas,1,3/23/2020 8:00:00 PM,3,8,48,,,0,,,,1281,9703,,,,10055,18,352,,TX,1299,10055,10055
39.41922,-111.950684,Utah,1,3/23/2020 8:00:00 PM,0,1,49,,,0,,,,1282,4790,,,,5047,76,257,,UT,1358,5047,5047
37.926868,-78.024902,Virginia,1,3/23/2020 8:00:00 PM,3,6,51,38,,6,38,,,325,3443,,,,3697,35,254,,VA,360,3697,3697
18.343441,-64.8671634,Virgin Islands,1,3/23/2020 8:00:00 PM,0,0,78,,,0,,,,0,,,,,17,11,17,,VI,11,17,17
44,-72.699997,Vermont,1,3/23/2020 8:00:00 PM,3,5,50,,,0,,,,0,1106,,,,1181,23,75,,VT,23,1181,1181
47.751076,-120.740135,Washington,1,3/23/2020 8:00:00 PM,1,95,53,,,0,,,,3551,28879,,,,30875,203,1996,,WA,3754,30875,30875
44.5,-89.5,Wisconsin,1,3/23/2020 8:00:00 PM,1,5,55,,,0,,,,820,7050,,,,7466,31,416,,WI,851,7466,7466
39,-80.5,West Virginia,1,3/23/2020 8:00:00 PM,0,0,54,1,,0,1,,,59,444,,,4,460,4,16,,WV,63,460,464
43.07597,-107.290283,Wyoming,1,3/23/2020 8:00:00 PM,0,,56,,,0,,,,154,592,,,,618,2,26,,WY,156,618,618
66.160507,-153.369141,Alaska,1,3/22/2020 8:00:00 PM,0,,2,0,,0,0,,,188,946,,,,968,8,22,,AK,196,968,968
32.31823,-86.902298,Alabama,1,3/22/2020 8:00:00 PM,0,0,1,,,0,,,,1436,1464,,,,1602,14,138,,AL,1450,1602,1602
34.799999,-92.199997,Arkansas,1,3/22/2020 8:00:00 PM,0,0,5,,13,0,,,,144,711,,,119,876,47,165,,AR,191,876,995
-14.306407,-170.6950175,American Samoa,1,3/22/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,,0,0,,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/22/2020 8:00:00 PM,1,2,4,,,0,,,,42,282,,,87,434,48,152,,AZ,90,434,521
36.778259,-119.417931,California,1,3/22/2020 8:00:00 PM,3,27,6,,,0,,,,55,11304,,,,12840,257,1536,,CA,312,12840,12840
39.113014,-105.358887,Colorado,1,3/22/2020 8:00:00 PM,1,5,8,49,,5,49,,,758,4075,,,,4550,112,475,,CO,870,4550,4550
41.599998,-72.699997,Connecticut,1,3/22/2020 8:00:00 PM,1,5,9,,43,0,,,,771,2877,,,,3100,29,223,,CT,800,3100,3100
38.900497,-77.007507,Dist. of Columbia,1,3/22/2020 8:00:00 PM,0,1,11,,,0,,,,451,957,,,,1055,21,98,,DC,472,1055,1055
39,-75.5,Delaware,1,3/22/2020 8:00:00 PM,0,0,10,,,0,,,,0,36,,,,92,11,56,,DE,11,92,92
27.994402,-81.760254,Florida,1,3/22/2020 8:00:00 PM,1,13,12,185,,27,185,,,1411,7990,,,963,8820,172,830,,FL,1583,8820,9783
33.247875,-83.441162,Georgia,1,3/22/2020 8:00:00 PM,9,23,13,,,0,,,,863,3420,,,,4020,93,600,,GA,956,4020,4020
13.444304,144.793732,Guam,1,3/22/2020 8:00:00 PM,1,1,66,,,0,,,,18,126,,,,153,12,27,,GU,30,153,153
19.741755,-155.844437,Hawaii,1,3/22/2020 8:00:00 PM,0,,15,,,0,,,,139,263,,,,311,11,48,,HI,150,311,311
42.032974,-93.581543,Iowa,1,3/22/2020 8:00:00 PM,0,,19,,,0,,,,166,1215,,,,1305,22,90,,IA,188,1305,1305
44.068203,-114.742043,Idaho,1,3/22/2020 8:00:00 PM,0,0,16,,,0,,,,295,1175,,,,1217,11,42,,ID,306,1217,1217
40,-89,Illinois,1,3/22/2020 8:00:00 PM,3,9,17,,,0,,,,1783,7271,,,,8320,296,1049,,IL,2079,8320,8320
40.273502,-86.126976,Indiana,1,3/22/2020 8:00:00 PM,2,6,18,1,,0,1,,,586,1293,,,,1494,75,201,,IN,661,1494,1494
38.5,-98,Kansas,1,3/22/2020 8:00:00 PM,0,2,20,,,0,,,,0,417,,,,481,9,64,,KS,9,481,481
37.839333,-84.27002,Kentucky,1,3/22/2020 8:00:00 PM,1,3,21,,,0,,,,758,1472,,,,1571,45,99,,KY,803,1571,1571
30.39183,-92.329102,Louisiana,1,3/22/2020 8:00:00 PM,4,20,22,,,0,,,,481,2661,,,,3498,252,837,,LA,733,3498,3498
42.407211,-71.382439,Massachusetts,1,3/22/2020 8:00:00 PM,4,5,25,71,,10,71,,,707,5459,,,,6105,121,646,,MA,828,6105,6105
39.045753,-76.641273,Maryland,1,3/22/2020 8:00:00 PM,1,3,24,,,0,,,,0,94,,,,338,54,244,,MD,54,338,338
45.367584,-68.972168,Maine,1,3/22/2020 8:00:00 PM,0,,23,,,0,,,,0,2264,,,,2353,16,89,,ME,16,2353,2353
44.182205,-84.506836,Michigan,1,3/22/2020 8:00:00 PM,3,8,26,,,0,,,,0,2069,,,,3104,248,1035,,MI,248,3104,3104
46.39241,-109.533691,Minnesota,1,3/22/2020 8:00:00 PM,0,1,27,12,,12,12,,,559,4511,,,,4680,31,169,,MN,590,4680,4680
38.573936,-92.60376,Missouri,1,3/22/2020 8:00:00 PM,0,3,29,,,0,,,,0,369,,,,459,17,90,,MO,17,459,459
15.106389,145.706524,Northern Marianas,1,3/22/2020 8:00:00 PM,0,0,69,,,0,,,,0,,,,,0,0,0,,MP,0,0,0
33,-90,Mississippi,1,3/22/2020 8:00:00 PM,0,1,28,33,,33,33,,,419,1114,,,,1321,67,207,,MS,486,1321,1321
46.96526,-109.533691,Montana,1,3/22/2020 8:00:00 PM,0,,30,,,0,,,,0,1146,,,,1177,11,31,,MT,11,1177,1177
35.782169,-80.793457,North Carolina,1,3/22/2020 8:00:00 PM,0,0,37,,,0,,,,1091,6183,,,,6438,71,255,,NC,1162,6438,6438
47.650589,-100.437012,North Dakota,1,3/22/2020 8:00:00 PM,0,0,38,3,,0,3,,,119,1260,,,,1288,0,28,,ND,119,1288,1288
41.5,-100,Nebraska,1,3/22/2020 8:00:00 PM,0,0,31,,,0,,,,0,356,,,,404,10,48,,NE,10,404,404
44,-71.5,New Hampshire,1,3/22/2020 8:00:00 PM,0,,33,,,0,,,,215,1188,,,959,1253,10,65,,NH,225,1253,2212
39.833851,-74.871826,New Jersey,1,3/22/2020 8:00:00 PM,4,20,34,,,0,,,,33,327,,,49,2241,587,1914,,NJ,620,2241,2290
34.307144,-106.018066,New Mexico,1,3/22/2020 8:00:00 PM,0,,35,,,0,,,,951,4722,,,,4779,0,57,,NM,951,4779,4779
39.876019,-117.224121,Nevada,1,3/22/2020 8:00:00 PM,0,2,32,,,0,,,,64,2448,,,,2638,66,190,,NV,130,2638,2638
43,-75,New York,1,3/22/2020 8:00:00 PM,70,114,36,1974,,371,1974,,,11152,46233,,,,61401,4812,15168,,NY,15964,61401,61401
40.367474,-82.996216,Ohio,1,3/22/2020 8:00:00 PM,0,3,39,83,,25,83,,,0,140,,,,491,104,351,,OH,104,491,491
36.084621,-96.921387,Oklahoma,1,3/22/2020 8:00:00 PM,1,2,40,11,,1,11,,,109,669,,,102,736,14,67,,OK,123,736,838
44,-120.5,Oregon,1,3/22/2020 8:00:00 PM,1,4,41,43,,43,43,,,861,2864,,,,3025,47,161,,OR,908,3025,3025
41.203323,-77.194527,Pennsylvania,1,3/22/2020 8:00:00 PM,0,2,42,,,0,,,,1198,4964,,,,5443,108,479,,PA,1306,5443,5443
18.200178,-66.664513,Puerto Rico,1,3/22/2020 8:00:00 PM,0,,72,,,0,,,,40,183,,,69,206,2,23,,PR,42,206,275
41.700001,-71.5,Rhode Island,1,3/22/2020 8:00:00 PM,0,,44,,,0,,,,70,932,,,216,1015,17,83,,RI,87,1015,1231
33.836082,-81.163727,South Carolina,1,3/22/2020 8:00:00 PM,2,3,45,,,0,,,,211,1466,,,,1661,43,195,,SC,254,1661,1661
44.5,-100,South Dakota,1,3/22/2020 8:00:00 PM,0,1,46,,,0,,,,49,740,,,277,761,7,21,,SD,56,761,1038
35.860119,-86.660156,Tennessee,1,3/22/2020 8:00:00 PM,0,,47,,,0,,,,0,3272,,,,3777,134,505,,TN,134,3777,3777
31,-100,Texas,1,3/22/2020 8:00:00 PM,0,5,48,,,0,,,,2204,8422,,,,8756,30,334,,TX,2234,8756,8756
34.048927,-111.093735,Arizona,1,3/4/2020 9:00:00 PM,,,4,,,,,,,,27,,,5,29,,2,,AZ,,29,34
36.778259,-119.417931,California,1,3/4/2020 9:00:00 PM,,,6,,,,,,,,462,,,,515,,53,,CA,,515,515
27.994402,-81.760254,Florida,1,3/4/2020 9:00:00 PM,,,12,,,,,,,,24,,,16,26,,2,,FL,,26,42
33.247875,-83.441162,Georgia,1,3/4/2020 9:00:00 PM,,,13,,,,,,,,,,,,2,,2,,GA,,2,2
40,-89,Illinois,1,3/4/2020 9:00:00 PM,,,17,,,,,,,,124,,,27,128,,4,,IL,,128,155
42.407211,-71.382439,Massachusetts,1,3/4/2020 9:00:00 PM,,,25,,,,,,,,,,,,2,,2,,MA,,2,2
35.782169,-80.793457,North Carolina,1,3/4/2020 9:00:00 PM,,,37,,,,,,,,,,,,1,,1,,NC,,1,1
44,-71.5,New Hampshire,1,3/4/2020 9:00:00 PM,,,33,,,,,,,,10,,,7,12,,2,,NH,,12,19
43,-75,New York,1,3/4/2020 9:00:00 PM,,,36,,,,,,,,48,,,24,54,,6,,NY,,54,78
44,-120.5,Oregon,1,3/4/2020 9:00:00 PM,,,41,,,,,,,,29,,,18,32,,3,,OR,,32,50
33.836082,-81.163727,South Carolina,1,3/4/2020 9:00:00 PM,,,45,,,,,,,,5,,,0,5,,0,,SC,,5,5
31,-100,Texas,1,3/4/2020 9:00:00 PM,,,48,,,,,,,,,,,,1,,1,,TX,,1,1
47.751076,-120.740135,Washington,1,3/4/2020 9:00:00 PM,,10,53,,,,,,,,,,,,39,,39,,WA,,39,39
44.5,-89.5,Wisconsin,1,3/4/2020 9:00:00 PM,,,55,,,,,,,,19,,,6,20,,1,,WI,,20,26
34.048927,-111.093735,Arizona,1,3/5/2020 9:00:00 PM,0,,4,,,0,,,,1,28,,,6,30,0,2,,AZ,1,30,36
36.778259,-119.417931,California,1,3/5/2020 9:00:00 PM,0,,6,,,0,,,,0,462,,,,515,0,53,,CA,0,515,515
39.113014,-105.358887,Colorado,1,3/5/2020 9:00:00 PM,,,8,,,,,,,,19,,,21,19,,0,,CO,,19,40
38.900497,-77.007507,Dist. of Columbia,1,3/5/2020 9:00:00 PM,,,11,,,,,,,,6,,,2,6,,0,,DC,,6,8
27.994402,-81.760254,Florida,1,3/5/2020 9:00:00 PM,0,,12,,,0,,,,7,31,,,69,40,7,9,,FL,14,40,109
33.247875,-83.441162,Georgia,1,3/5/2020 9:00:00 PM,0,,13,,,0,,,,0,,,,,2,0,2,,GA,0,2,2
40,-89,Illinois,1,3/5/2020 9:00:00 PM,0,,17,,,0,,,,41,165,,,27,170,1,5,,IL,42,170,197
42.407211,-71.382439,Massachusetts,1,3/5/2020 9:00:00 PM,0,,25,,,0,,,,0,,,,,2,0,2,,MA,0,2,2
39.045753,-76.641273,Maryland,1,3/5/2020 9:00:00 PM,,,24,,,,,,,,17,,,14,17,,0,,MD,,17,31
44.182205,-84.506836,Michigan,1,3/5/2020 9:00:00 PM,,,26,,,,,,,,8,,,0,8,,0,,MI,,8,8
35.782169,-80.793457,North Carolina,1,3/5/2020 9:00:00 PM,0,,37,,,0,,,,0,,,,,1,0,1,,NC,0,1,1
41.5,-100,Nebraska,1,3/5/2020 9:00:00 PM,,,31,,,,,,,,17,,,5,17,,0,,NE,,17,22
44,-71.5,New Hampshire,1,3/5/2020 9:00:00 PM,0,,33,,,0,,,,6,16,,,4,18,0,2,,NH,6,18,22
39.833851,-74.871826,New Jersey,1,3/5/2020 9:00:00 PM,,,34,,,,,,,,,,,,1,,1,,NJ,,1,1
39.876019,-117.224121,Nevada,1,3/5/2020 9:00:00 PM,,,32,,,,,,,,14,,,,15,,1,,NV,,15,15
43,-75,New York,1,3/5/2020 9:00:00 PM,0,,36,,,0,,,,28,76,,,24,98,16,22,,NY,44,98,122
40.367474,-82.996216,Ohio,1,3/5/2020 9:00:00 PM,,,39,,,,,,,,7,,,3,7,,0,,OH,,7,10
44,-120.5,Oregon,1,3/5/2020 9:00:00 PM,0,,41,,,0,,,,16,45,,,13,48,0,3,,OR,16,48,61
33.836082,-81.163727,South Carolina,1,3/5/2020 9:00:00 PM,0,,45,,,0,,,,0,5,,,0,5,0,0,,SC,0,5,5
