Latitude,Longitude,State,Number of Records,Date Checked,Death Increase,Death,Fips,Hospitalized Cumulative,Hospitalized Currently,Hospitalized Increase,Hospitalized,In Icu Cumulative,In Icu Currently,Negative Increase,Negative,On Ventilator Cumulative,On Ventilator Currently,Pending,Pos Neg,Positive Increase,Positive,Recovered,State Postal Code,Total Test Results Increase,Total Test Results,Total
35.860119,-86.660156,Tennessee,1,3/5/2020 9:00:00 PM,,,47,,,,,,,,,,,,1,,1,,TN,,1,1
31,-100,Texas,1,3/5/2020 9:00:00 PM,0,,48,,,0,,,,0,,,,,1,0,1,,TX,0,1,1
37.926868,-78.024902,Virginia,1,3/5/2020 9:00:00 PM,,,51,,,,,,,,18,,,3,18,,0,,VA,,18,21
47.751076,-120.740135,Washington,1,3/5/2020 9:00:00 PM,1,11,53,,,0,,,,0,,,,,70,31,70,,WA,31,70,70
44.5,-89.5,Wisconsin,1,3/5/2020 9:00:00 PM,0,,55,,,0,,,,0,19,,,6,20,0,1,,WI,0,20,26
66.160507,-153.369141,Alaska,1,3/6/2020 9:00:00 PM,,,2,,,,,,,,8,,,1,8,,0,,AK,,8,9
34.799999,-92.199997,Arkansas,1,3/6/2020 9:00:00 PM,,,5,,,,,,,,6,,,0,6,,0,,AR,,6,6
34.048927,-111.093735,Arizona,1,3/6/2020 9:00:00 PM,0,,4,,,0,,,,5,33,,,15,36,1,3,,AZ,6,36,51
36.778259,-119.417931,California,1,3/6/2020 9:00:00 PM,0,,6,,,0,,,,0,462,,,,522,7,60,,CA,7,522,522
39.113014,-105.358887,Colorado,1,3/6/2020 9:00:00 PM,0,,8,,,0,,,,27,46,,,30,48,2,2,,CO,29,48,78
38.900497,-77.007507,Dist. of Columbia,1,3/6/2020 9:00:00 PM,0,,11,,,0,,,,2,8,,,1,8,0,0,,DC,2,8,9
39,-75.5,Delaware,1,3/6/2020 9:00:00 PM,,,10,,,,,,,,10,,,0,10,,0,,DE,,10,10
27.994402,-81.760254,Florida,1,3/6/2020 9:00:00 PM,0,,12,,,0,,,,24,55,,,51,64,0,9,,FL,24,64,115
33.247875,-83.441162,Georgia,1,3/6/2020 9:00:00 PM,0,,13,,,0,,,,0,,,,,2,0,2,,GA,0,2,2
42.032974,-93.581543,Iowa,1,3/6/2020 9:00:00 PM,,,19,,,,,,,,15,,,2,15,,0,,IA,,15,17
40,-89,Illinois,1,3/6/2020 9:00:00 PM,0,,17,,,0,,,,15,180,,,35,185,0,5,,IL,15,185,220
40.273502,-86.126976,Indiana,1,3/6/2020 9:00:00 PM,,,18,,,,,,,,,,,,1,,1,,IN,,1,1
38.5,-98,Kansas,1,3/6/2020 9:00:00 PM,,,20,,,,,,,,4,,,0,4,,0,,KS,,4,4
37.839333,-84.27002,Kentucky,1,3/6/2020 9:00:00 PM,,,21,,,,,,,,7,,,3,7,,0,,KY,,7,10
42.407211,-71.382439,Massachusetts,1,3/6/2020 9:00:00 PM,0,,25,,,0,,,,0,,,,,8,6,8,,MA,6,8,8
39.045753,-76.641273,Maryland,1,3/6/2020 9:00:00 PM,0,,24,,,0,,,,9,26,,,12,29,3,3,,MD,12,29,41
44.182205,-84.506836,Michigan,1,3/6/2020 9:00:00 PM,0,,26,,,0,,,,0,8,,,8,8,0,0,,MI,0,8,16
46.39241,-109.533691,Minnesota,1,3/6/2020 9:00:00 PM,,,27,,,,,,,,36,,,,36,,0,,MN,,36,36
35.782169,-80.793457,North Carolina,1,3/6/2020 9:00:00 PM,0,,37,,,0,,,,0,,,,,2,1,2,,NC,1,2,2
41.5,-100,Nebraska,1,3/6/2020 9:00:00 PM,0,,31,,,0,,,,0,17,,,5,17,0,0,,NE,0,17,22
44,-71.5,New Hampshire,1,3/6/2020 9:00:00 PM,0,,33,,,0,,,,4,20,,,3,22,0,2,,NH,4,22,25
39.833851,-74.871826,New Jersey,1,3/6/2020 9:00:00 PM,0,,34,,,0,,,,0,,,,,1,0,1,,NJ,0,1,1
34.307144,-106.018066,New Mexico,1,3/6/2020 9:00:00 PM,,,35,,,,,,,,16,,,0,16,,0,,NM,,16,16
39.876019,-117.224121,Nevada,1,3/6/2020 9:00:00 PM,0,,32,,,0,,,,0,14,,,,15,0,1,,NV,0,15,15
43,-75,New York,1,3/6/2020 9:00:00 PM,0,,36,,,0,,,,16,92,,,236,125,11,33,,NY,27,125,361
40.367474,-82.996216,Ohio,1,3/6/2020 9:00:00 PM,0,,39,,,0,,,,1,8,,,2,8,0,0,,OH,1,8,10
44,-120.5,Oregon,1,3/6/2020 9:00:00 PM,0,,41,,,0,,,,19,64,,,28,67,0,3,,OR,19,67,95
41.203323,-77.194527,Pennsylvania,1,3/6/2020 9:00:00 PM,,,42,,,,,,,,,,,,2,,2,,PA,,2,2
33.836082,-81.163727,South Carolina,1,3/6/2020 9:00:00 PM,0,,45,,,0,,,,0,5,,,0,5,0,0,,SC,0,5,5
35.860119,-86.660156,Tennessee,1,3/6/2020 9:00:00 PM,0,,47,,,0,,,,0,,,,,1,0,1,,TN,0,1,1
31,-100,Texas,1,3/6/2020 9:00:00 PM,0,,48,,,0,,,,0,,,,,5,4,5,,TX,4,5,5
37.926868,-78.024902,Virginia,1,3/6/2020 9:00:00 PM,0,,51,,,0,,,,3,21,,,10,21,0,0,,VA,3,21,31
44,-72.699997,Vermont,1,3/6/2020 9:00:00 PM,,,50,,,,,,,,8,,,,8,,0,,VT,,8,8
47.751076,-120.740135,Washington,1,3/6/2020 9:00:00 PM,3,14,53,,,0,,,,370,370,,,,449,9,79,,WA,379,449,449
44.5,-89.5,Wisconsin,1,3/6/2020 9:00:00 PM,0,,55,,,0,,,,12,31,,,12,32,0,1,,WI,12,32,44
39,-80.5,West Virginia,1,3/6/2020 9:00:00 PM,,,54,,,,,,,,1,,,4,1,,0,,WV,,1,5
66.160507,-153.369141,Alaska,1,3/7/2020 9:00:00 PM,0,,2,,,0,,,,4,12,,,2,12,0,0,,AK,4,12,14
32.31823,-86.902298,Alabama,1,3/7/2020 9:00:00 PM,,,1,,,,,,,,,,,,0,,0,,AL,,0,0
34.799999,-92.199997,Arkansas,1,3/7/2020 9:00:00 PM,0,,5,,,0,,,,0,6,,,0,6,0,0,,AR,0,6,6
34.048927,-111.093735,Arizona,1,3/7/2020 9:00:00 PM,0,,4,,,0,,,,11,44,,,7,49,2,5,,AZ,13,49,56
36.778259,-119.417931,California,1,3/7/2020 9:00:00 PM,0,,6,,,0,,,,0,462,,,,531,9,69,,CA,9,531,531
39.113014,-105.358887,Colorado,1,3/7/2020 9:00:00 PM,0,,8,,,0,,,,9,55,,,69,63,6,8,,CO,15,63,132
41.599998,-72.699997,Connecticut,1,3/7/2020 9:00:00 PM,,,9,,,,,,,,,,,,0,,0,,CT,,0,0
38.900497,-77.007507,Dist. of Columbia,1,3/7/2020 9:00:00 PM,0,,11,,,0,,,,0,8,,,1,8,0,0,,DC,0,8,9
39,-75.5,Delaware,1,3/7/2020 9:00:00 PM,0,,10,,,0,,,,0,10,,,0,10,0,0,,DE,0,10,10
27.994402,-81.760254,Florida,1,3/7/2020 9:00:00 PM,0,,12,,,0,,,,45,100,,,88,114,5,14,,FL,50,114,202
33.247875,-83.441162,Georgia,1,3/7/2020 9:00:00 PM,0,,13,,,0,,,,0,,,,,6,4,6,,GA,4,6,6
19.741755,-155.844437,Hawaii,1,3/7/2020 9:00:00 PM,,,15,,,,,,,,,,,,1,,1,,HI,,1,1
42.032974,-93.581543,Iowa,1,3/7/2020 9:00:00 PM,0,,19,,,0,,,,0,15,,,2,15,0,0,,IA,0,15,17
44.068203,-114.742043,Idaho,1,3/7/2020 9:00:00 PM,,,16,,,,,,,,27,,,,27,,0,,ID,,27,27
40,-89,Illinois,1,3/7/2020 9:00:00 PM,0,,17,,,0,,,,11,191,,,44,197,1,6,,IL,12,197,241
40.273502,-86.126976,Indiana,1,3/7/2020 9:00:00 PM,0,,18,,,0,,,,0,,,,,1,0,1,,IN,0,1,1
38.5,-98,Kansas,1,3/7/2020 9:00:00 PM,0,,20,,,0,,,,7,11,,,2,11,0,0,,KS,7,11,13
37.839333,-84.27002,Kentucky,1,3/7/2020 9:00:00 PM,0,,21,,,0,,,,2,9,,,,10,1,1,,KY,3,10,10
30.39183,-92.329102,Louisiana,1,3/7/2020 9:00:00 PM,,,22,,,,,,,,,,,,0,,0,,LA,,0,0
42.407211,-71.382439,Massachusetts,1,3/7/2020 9:00:00 PM,0,,25,,,0,,,,0,,,,,13,5,13,,MA,5,13,13
39.045753,-76.641273,Maryland,1,3/7/2020 9:00:00 PM,0,,24,,,0,,,,15,41,,,,44,0,3,,MD,15,44,44
45.367584,-68.972168,Maine,1,3/7/2020 9:00:00 PM,,,23,,,,,,,,1,,,,1,,0,,ME,,1,1
44.182205,-84.506836,Michigan,1,3/7/2020 9:00:00 PM,0,,26,,,0,,,,10,18,,,9,18,0,0,,MI,10,18,27
46.39241,-109.533691,Minnesota,1,3/7/2020 9:00:00 PM,0,,27,,,0,,,,12,48,,,,49,1,1,,MN,13,49,49
38.573936,-92.60376,Missouri,1,3/7/2020 9:00:00 PM,,,29,,,,,,,,,,,,0,,0,,MO,,0,0
33,-90,Mississippi,1,3/7/2020 9:00:00 PM,,,28,,,,,,,,,,,,0,,0,,MS,,0,0
46.96526,-109.533691,Montana,1,3/7/2020 9:00:00 PM,,,30,,,,,,,,11,,,,11,,0,,MT,,11,11
35.782169,-80.793457,North Carolina,1,3/7/2020 9:00:00 PM,0,,37,,,0,,,,0,,,,,2,0,2,,NC,0,2,2
47.650589,-100.437012,North Dakota,1,3/7/2020 9:00:00 PM,,,38,,,,,,,,0,,,,0,,0,,ND,,0,0
41.5,-100,Nebraska,1,3/7/2020 9:00:00 PM,0,,31,,,0,,,,0,17,,,5,18,1,1,,NE,1,18,23
44,-71.5,New Hampshire,1,3/7/2020 9:00:00 PM,0,,33,,,0,,,,0,20,,,3,22,0,2,,NH,0,22,25
39.833851,-74.871826,New Jersey,1,3/7/2020 9:00:00 PM,0,,34,,,0,,,,0,,,,1,4,3,4,,NJ,3,4,5
34.307144,-106.018066,New Mexico,1,3/7/2020 9:00:00 PM,0,,35,,,0,,,,32,48,,,0,48,0,0,,NM,32,48,48
39.876019,-117.224121,Nevada,1,3/7/2020 9:00:00 PM,0,,32,,,0,,,,0,14,,,,15,0,1,,NV,0,15,15
43,-75,New York,1,3/7/2020 9:00:00 PM,0,,36,,,0,,,,0,92,,,236,168,43,76,,NY,43,168,404
40.367474,-82.996216,Ohio,1,3/7/2020 9:00:00 PM,0,,39,,,0,,,,1,9,,,5,9,0,0,,OH,1,9,14
36.084621,-96.921387,Oklahoma,1,3/7/2020 9:00:00 PM,,,40,,,,,,,,,,,,1,,1,,OK,,1,1
44,-120.5,Oregon,1,3/7/2020 9:00:00 PM,0,,41,,,0,,,,13,77,,,40,84,4,7,,OR,17,84,124
41.203323,-77.194527,Pennsylvania,1,3/7/2020 9:00:00 PM,0,,42,,,0,,,,0,,,,,2,0,2,,PA,0,2,2
41.700001,-71.5,Rhode Island,1,3/7/2020 9:00:00 PM,,,44,,,,,,,,,,,,2,,2,,RI,,2,2
33.836082,-81.163727,South Carolina,1,3/7/2020 9:00:00 PM,0,,45,,,0,,,,3,8,,,,10,2,2,,SC,5,10,10
44.5,-100,South Dakota,1,3/7/2020 9:00:00 PM,,,46,,,,,,,,5,,,0,5,,0,,SD,,5,5
35.860119,-86.660156,Tennessee,1,3/7/2020 9:00:00 PM,0,,47,,,0,,,,0,,,,,1,0,1,,TN,0,1,1
31,-100,Texas,1,3/7/2020 9:00:00 PM,0,,48,,,0,,,,0,,,,,8,3,8,,TX,3,8,8
39.41922,-111.950684,Utah,1,3/7/2020 9:00:00 PM,,,49,,,,,,,,,,,,1,,1,,UT,,1,1
37.926868,-78.024902,Virginia,1,3/7/2020 9:00:00 PM,0,,51,,,0,,,,10,31,,,7,31,0,0,,VA,10,31,38
44,-72.699997,Vermont,1,3/7/2020 9:00:00 PM,0,,50,,,0,,,,8,16,,,,16,0,0,,VT,8,16,16
47.751076,-120.740135,Washington,1,3/7/2020 9:00:00 PM,2,16,53,,,0,,,,0,370,,,66,472,23,102,,WA,23,472,538
44.5,-89.5,Wisconsin,1,3/7/2020 9:00:00 PM,0,,55,,,0,,,,0,31,,,12,32,0,1,,WI,0,32,44
39,-80.5,West Virginia,1,3/7/2020 9:00:00 PM,0,,54,,,0,,,,1,2,,,3,2,0,0,,WV,1,2,5
43.07597,-107.290283,Wyoming,1,3/7/2020 9:00:00 PM,,,56,,,,,,,,,,,,0,,0,,WY,,0,0
66.160507,-153.369141,Alaska,1,3/8/2020 8:00:00 PM,0,,2,,,0,,,,2,14,,,6,14,0,0,,AK,2,14,20
32.31823,-86.902298,Alabama,1,3/8/2020 8:00:00 PM,0,,1,,,0,,,,0,,,,,0,0,0,,AL,0,0,0
34.799999,-92.199997,Arkansas,1,3/8/2020 8:00:00 PM,0,,5,,,0,,,,0,6,,,0,6,0,0,,AR,0,6,6
34.048927,-111.093735,Arizona,1,3/8/2020 8:00:00 PM,0,,4,,,0,,,,0,44,,,7,49,0,5,,AZ,0,49,56
36.778259,-119.417931,California,1,3/8/2020 8:00:00 PM,0,,6,,,0,,,,0,462,,,,550,19,88,,CA,19,550,550
39.113014,-105.358887,Colorado,1,3/8/2020 8:00:00 PM,0,,8,,,0,,,,49,104,,,,112,0,8,,CO,49,112,112
41.599998,-72.699997,Connecticut,1,3/8/2020 8:00:00 PM,0,,9,,,0,,,,29,29,,,8,30,1,1,,CT,30,30,38
38.900497,-77.007507,Dist. of Columbia,1,3/8/2020 8:00:00 PM,0,,11,,,0,,,,2,10,,,0,11,1,1,,DC,3,11,11
39,-75.5,Delaware,1,3/8/2020 8:00:00 PM,0,,10,,,0,,,,0,10,,,0,10,0,0,,DE,0,10,10
27.994402,-81.760254,Florida,1,3/8/2020 8:00:00 PM,0,,12,,,0,,,,18,118,,,108,135,3,17,,FL,21,135,243
33.247875,-83.441162,Georgia,1,3/8/2020 8:00:00 PM,0,,13,,,0,,,,0,,,,,7,1,7,,GA,1,7,7
19.741755,-155.844437,Hawaii,1,3/8/2020 8:00:00 PM,0,,15,,,0,,,,0,,,,,1,0,1,,HI,0,1,1
42.032974,-93.581543,Iowa,1,3/8/2020 8:00:00 PM,0,,19,,,0,,,,0,15,,,2,15,0,0,,IA,0,15,17
44.068203,-114.742043,Idaho,1,3/8/2020 8:00:00 PM,0,,16,,,0,,,,0,27,,,,27,0,0,,ID,0,27,27
40,-89,Illinois,1,3/8/2020 8:00:00 PM,0,,17,,,0,,,,0,191,,,44,197,0,6,,IL,0,197,241
40.273502,-86.126976,Indiana,1,3/8/2020 8:00:00 PM,0,,18,,,0,,,,0,,,,,2,1,2,,IN,1,2,2
38.5,-98,Kansas,1,3/8/2020 8:00:00 PM,0,,20,,,0,,,,0,11,,,0,12,1,1,,KS,1,12,12
37.839333,-84.27002,Kentucky,1,3/8/2020 8:00:00 PM,0,,21,,,0,,,,4,13,,,,14,0,1,,KY,4,14,14
30.39183,-92.329102,Louisiana,1,3/8/2020 8:00:00 PM,0,,22,,,0,,,,5,5,,,,5,0,0,,LA,5,5,5
42.407211,-71.382439,Massachusetts,1,3/8/2020 8:00:00 PM,0,,25,,,0,,,,0,,,,,13,0,13,,MA,0,13,13
39.045753,-76.641273,Maryland,1,3/8/2020 8:00:00 PM,0,,24,,,0,,,,11,52,,,,55,0,3,,MD,11,55,55
45.367584,-68.972168,Maine,1,3/8/2020 8:00:00 PM,0,,23,,,0,,,,0,1,,,,1,0,0,,ME,0,1,1
44.182205,-84.506836,Michigan,1,3/8/2020 8:00:00 PM,0,,26,,,0,,,,8,26,,,10,26,0,0,,MI,8,26,36
46.39241,-109.533691,Minnesota,1,3/8/2020 8:00:00 PM,0,,27,,,0,,,,0,48,,,,49,0,1,,MN,0,49,49
38.573936,-92.60376,Missouri,1,3/8/2020 8:00:00 PM,0,,29,,,0,,,,0,,,,,1,1,1,,MO,1,1,1
33,-90,Mississippi,1,3/8/2020 8:00:00 PM,0,,28,,,0,,,,0,,,,,0,0,0,,MS,0,0,0
46.96526,-109.533691,Montana,1,3/8/2020 8:00:00 PM,0,,30,,,0,,,,0,11,,,,11,0,0,,MT,0,11,11
35.782169,-80.793457,North Carolina,1,3/8/2020 8:00:00 PM,0,,37,,,0,,,,0,,,,,2,0,2,,NC,0,2,2
47.650589,-100.437012,North Dakota,1,3/8/2020 8:00:00 PM,0,,38,,,0,,,,0,0,,,,0,0,0,,ND,0,0,0
41.5,-100,Nebraska,1,3/8/2020 8:00:00 PM,0,,31,,,0,,,,0,17,,,5,18,0,1,,NE,0,18,23
44,-71.5,New Hampshire,1,3/8/2020 8:00:00 PM,0,,33,,,0,,,,18,38,,,5,42,2,4,,NH,20,42,47
39.833851,-74.871826,New Jersey,1,3/8/2020 8:00:00 PM,0,,34,,,0,,,,31,31,,,0,37,2,6,,NJ,33,37,37
34.307144,-106.018066,New Mexico,1,3/8/2020 8:00:00 PM,0,,35,,,0,,,,0,48,,,0,48,0,0,,NM,0,48,48
39.876019,-117.224121,Nevada,1,3/8/2020 8:00:00 PM,0,,32,,,0,,,,0,14,,,,15,0,1,,NV,0,15,15
43,-75,New York,1,3/8/2020 8:00:00 PM,0,,36,,,0,,,,0,92,,,,197,29,105,,NY,29,197,197
40.367474,-82.996216,Ohio,1,3/8/2020 8:00:00 PM,0,,39,,,0,,,,1,10,,,4,10,0,0,,OH,1,10,14
36.084621,-96.921387,Oklahoma,1,3/8/2020 8:00:00 PM,0,,40,,,0,,,,8,8,,,2,9,0,1,,OK,8,9,11
44,-120.5,Oregon,1,3/8/2020 8:00:00 PM,0,,41,,,0,,,,23,100,,,53,114,7,14,,OR,30,114,167
41.203323,-77.194527,Pennsylvania,1,3/8/2020 8:00:00 PM,0,,42,,,0,,,,0,,,,,4,2,4,,PA,2,4,4
41.700001,-71.5,Rhode Island,1,3/8/2020 8:00:00 PM,0,,44,,,0,,,,30,30,,,12,33,1,3,,RI,31,33,45
33.836082,-81.163727,South Carolina,1,3/8/2020 8:00:00 PM,0,,45,,,0,,,,0,8,,,,10,0,2,,SC,0,10,10
44.5,-100,South Dakota,1,3/8/2020 8:00:00 PM,0,,46,,,0,,,,0,5,,,0,5,0,0,,SD,0,5,5
35.860119,-86.660156,Tennessee,1,3/8/2020 8:00:00 PM,0,,47,,,0,,,,0,,,,,3,2,3,,TN,2,3,3
31,-100,Texas,1,3/8/2020 8:00:00 PM,0,,48,,,0,,,,0,,,,,8,0,8,,TX,0,8,8
39.41922,-111.950684,Utah,1,3/8/2020 8:00:00 PM,0,,49,,,0,,,,0,,,,,1,0,1,,UT,0,1,1
37.926868,-78.024902,Virginia,1,3/8/2020 8:00:00 PM,0,,51,,,0,,,,5,36,,,6,38,2,2,,VA,7,38,44
44,-72.699997,Vermont,1,3/8/2020 8:00:00 PM,0,,50,,,0,,,,12,28,,,,29,1,1,,VT,13,29,29
47.751076,-120.740135,Washington,1,3/8/2020 8:00:00 PM,2,18,53,,,0,,,,270,640,,,60,742,0,102,,WA,270,742,802
44.5,-89.5,Wisconsin,1,3/8/2020 8:00:00 PM,0,,55,,,0,,,,0,31,,,12,32,0,1,,WI,0,32,44
39,-80.5,West Virginia,1,3/8/2020 8:00:00 PM,0,,54,,,0,,,,0,2,,,3,2,0,0,,WV,0,2,5
43.07597,-107.290283,Wyoming,1,3/8/2020 8:00:00 PM,0,,56,,,0,,,,0,,,,,0,0,0,,WY,0,0,0
66.160507,-153.369141,Alaska,1,3/9/2020 8:00:00 PM,0,,2,,,0,,,,9,23,,,9,23,0,0,,AK,9,23,32
32.31823,-86.902298,Alabama,1,3/9/2020 8:00:00 PM,0,,1,,,0,,,,0,,,,,0,0,0,,AL,0,0,0
34.799999,-92.199997,Arkansas,1,3/9/2020 8:00:00 PM,0,,5,,,0,,,,6,12,,,0,12,0,0,,AR,6,12,12
34.048927,-111.093735,Arizona,1,3/9/2020 8:00:00 PM,0,,4,,,0,,,,0,44,,,7,49,0,5,,AZ,0,49,56
36.778259,-119.417931,California,1,3/9/2020 8:00:00 PM,0,,6,,,0,,,,228,690,,,,804,26,114,,CA,254,804,804
39.113014,-105.358887,Colorado,1,3/9/2020 8:00:00 PM,0,,8,,,0,,,,29,133,,,,142,1,9,,CO,30,142,142
41.599998,-72.699997,Connecticut,1,3/9/2020 8:00:00 PM,0,,9,,,0,,,,17,46,,,,47,0,1,,CT,17,47,47
38.900497,-77.007507,Dist. of Columbia,1,3/9/2020 8:00:00 PM,0,,11,,,0,,,,4,14,,,3,15,0,1,,DC,4,15,18
39,-75.5,Delaware,1,3/9/2020 8:00:00 PM,0,,10,,,0,,,,5,15,,,3,15,0,0,,DE,5,15,18
27.994402,-81.760254,Florida,1,3/9/2020 8:00:00 PM,0,,12,,,0,,,,22,140,,,115,158,1,18,,FL,23,158,273
33.247875,-83.441162,Georgia,1,3/9/2020 8:00:00 PM,0,,13,,,0,,,,0,,,,,12,5,12,,GA,5,12,12
19.741755,-155.844437,Hawaii,1,3/9/2020 8:00:00 PM,0,,15,,,0,,,,0,,,,,2,1,2,,HI,1,2,2
42.032974,-93.581543,Iowa,1,3/9/2020 8:00:00 PM,0,,19,,,0,,,,11,26,,,8,29,3,3,,IA,14,29,37
44.068203,-114.742043,Idaho,1,3/9/2020 8:00:00 PM,0,,16,,,0,,,,14,41,,,,41,0,0,,ID,14,41,41
40,-89,Illinois,1,3/9/2020 8:00:00 PM,0,,17,,,0,,,,0,191,,,44,198,1,7,,IL,1,198,242
40.273502,-86.126976,Indiana,1,3/9/2020 8:00:00 PM,0,,18,,,0,,,,0,,,,,2,0,2,,IN,0,2,2
38.5,-98,Kansas,1,3/9/2020 8:00:00 PM,0,,20,,,0,,,,0,11,,,0,12,0,1,,KS,0,12,12
37.839333,-84.27002,Kentucky,1,3/9/2020 8:00:00 PM,0,,21,,,0,,,,4,17,,,,21,3,4,,KY,7,21,21
30.39183,-92.329102,Louisiana,1,3/9/2020 8:00:00 PM,0,,22,,,0,,,,0,5,,,,6,1,1,,LA,1,6,6
42.407211,-71.382439,Massachusetts,1,3/9/2020 8:00:00 PM,0,,25,,,0,,,,0,,,,,41,28,41,,MA,28,41,41
39.045753,-76.641273,Maryland,1,3/9/2020 8:00:00 PM,0,,24,,,0,,,,21,73,,,,78,2,5,,MD,23,78,78
45.367584,-68.972168,Maine,1,3/9/2020 8:00:00 PM,0,,23,,,0,,,,0,1,,,,1,0,0,,ME,0,1,1
44.182205,-84.506836,Michigan,1,3/9/2020 8:00:00 PM,0,,26,,,0,,,,10,36,,,11,36,0,0,,MI,10,36,47
46.39241,-109.533691,Minnesota,1,3/9/2020 8:00:00 PM,0,,27,,,0,,,,32,80,,,,82,1,2,,MN,33,82,82
38.573936,-92.60376,Missouri,1,3/9/2020 8:00:00 PM,0,,29,,,0,,,,0,,,,,1,0,1,,MO,0,1,1
33,-90,Mississippi,1,3/9/2020 8:00:00 PM,0,,28,,,0,,,,0,,,,,0,0,0,,MS,0,0,0
46.96526,-109.533691,Montana,1,3/9/2020 8:00:00 PM,0,,30,,,0,,,,0,11,,,,11,0,0,,MT,0,11,11
35.782169,-80.793457,North Carolina,1,3/9/2020 8:00:00 PM,0,,37,,,0,,,,0,,,,,2,0,2,,NC,0,2,2
47.650589,-100.437012,North Dakota,1,3/9/2020 8:00:00 PM,0,,38,,,0,,,,0,0,,,,0,0,0,,ND,0,0,0
41.5,-100,Nebraska,1,3/9/2020 8:00:00 PM,0,,31,,,0,,,,19,36,,,9,39,2,3,,NE,21,39,48
44,-71.5,New Hampshire,1,3/9/2020 8:00:00 PM,0,,33,,,0,,,,0,38,,,5,42,0,4,,NH,0,42,47
39.833851,-74.871826,New Jersey,1,3/9/2020 8:00:00 PM,0,,34,,,0,,,,4,35,,,14,46,5,11,,NJ,9,46,60
34.307144,-106.018066,New Mexico,1,3/9/2020 8:00:00 PM,0,,35,,,0,,,,9,57,,,0,57,0,0,,NM,9,57,57
39.876019,-117.224121,Nevada,1,3/9/2020 8:00:00 PM,0,,32,,,0,,,,0,14,,,,15,0,1,,NV,0,15,15
43,-75,New York,1,3/9/2020 8:00:00 PM,0,,36,,,0,,,,0,92,,,,234,37,142,,NY,37,234,234
40.367474,-82.996216,Ohio,1,3/9/2020 8:00:00 PM,0,,39,,,0,,,,1,11,,,5,14,3,3,,OH,4,14,19
36.084621,-96.921387,Oklahoma,1,3/9/2020 8:00:00 PM,0,,40,,,0,,,,0,8,,,10,9,0,1,,OK,0,9,19
44,-120.5,Oregon,1,3/9/2020 8:00:00 PM,0,,41,,,0,,,,65,165,,,52,179,0,14,,OR,65,179,231
41.203323,-77.194527,Pennsylvania,1,3/9/2020 8:00:00 PM,0,,42,,,0,,,,0,,,,,7,3,7,,PA,3,7,7
41.700001,-71.5,Rhode Island,1,3/9/2020 8:00:00 PM,0,,44,,,0,,,,23,53,,,6,56,0,3,,RI,23,56,62
33.836082,-81.163727,South Carolina,1,3/9/2020 8:00:00 PM,0,,45,,,0,,,,16,24,,,,31,5,7,,SC,21,31,31
44.5,-100,South Dakota,1,3/9/2020 8:00:00 PM,0,,46,,,0,,,,0,5,,,0,5,0,0,,SD,0,5,5
35.860119,-86.660156,Tennessee,1,3/9/2020 8:00:00 PM,0,,47,,,0,,,,0,,,,,3,0,3,,TN,0,3,3
31,-100,Texas,1,3/9/2020 8:00:00 PM,0,,48,,,0,,,,0,,,,,12,4,12,,TX,4,12,12
39.41922,-111.950684,Utah,1,3/9/2020 8:00:00 PM,0,,49,,,0,,,,0,,,,,1,0,1,,UT,0,1,1
37.926868,-78.024902,Virginia,1,3/9/2020 8:00:00 PM,0,,51,,,0,,,,2,38,,,9,41,1,3,,VA,3,41,50
44,-72.699997,Vermont,1,3/9/2020 8:00:00 PM,0,,50,,,0,,,,6,34,,,,35,0,1,,VT,6,35,35
47.751076,-120.740135,Washington,1,3/9/2020 8:00:00 PM,4,22,53,,,0,,,,470,1110,,,,1246,34,136,,WA,504,1246,1246
44.5,-89.5,Wisconsin,1,3/9/2020 8:00:00 PM,0,,55,,,0,,,,5,36,,,,37,0,1,,WI,5,37,37
39,-80.5,West Virginia,1,3/9/2020 8:00:00 PM,0,,54,,,0,,,,0,2,,,3,2,0,0,,WV,0,2,5
43.07597,-107.290283,Wyoming,1,3/9/2020 8:00:00 PM,0,,56,,,0,,,,0,,,,,0,0,0,,WY,0,0,0
66.160507,-153.369141,Alaska,1,3/10/2020 8:00:00 PM,0,,2,,,0,,,,0,23,,,9,23,0,0,,AK,0,23,32
32.31823,-86.902298,Alabama,1,3/10/2020 8:00:00 PM,0,,1,,,0,,,,0,0,,,0,0,0,0,,AL,0,0,0
34.799999,-92.199997,Arkansas,1,3/10/2020 8:00:00 PM,0,,5,,,0,,,,0,12,,,3,12,0,0,,AR,0,12,15
34.048927,-111.093735,Arizona,1,3/10/2020 8:00:00 PM,0,,4,,,0,,,,7,51,,,27,57,1,6,,AZ,8,57,84
36.778259,-119.417931,California,1,3/10/2020 8:00:00 PM,0,,6,,,0,,,,0,690,,,,823,19,133,,CA,19,823,823
39.113014,-105.358887,Colorado,1,3/10/2020 8:00:00 PM,0,,8,,,0,,,,9,142,,,1,154,3,12,,CO,12,154,155
41.599998,-72.699997,Connecticut,1,3/10/2020 8:00:00 PM,0,,9,,,0,,,,8,54,,,,56,1,2,,CT,9,56,56
38.900497,-77.007507,Dist. of Columbia,1,3/10/2020 8:00:00 PM,0,,11,,,0,,,,3,17,,,2,22,4,5,,DC,7,22,24
39,-75.5,Delaware,1,3/10/2020 8:00:00 PM,0,,10,,,0,,,,2,17,,,3,17,0,0,,DE,2,17,20
